GEOID	BORO	TUID	DIST_ROADBED	DIST_BLDG_HGHT	TYPE
360610091002002	Manahattan	20130701014539	26.85908126	28.514202	p
360610091003000	Manahattan	20130701000290	0	10.878651	d
360610091003000	Manahattan	20130701000601	2.623169402	10.878651	d
360610091003000	Manahattan	20130701008089	0	10.878651	p
360610091003000	Manahattan	20130701014934	0	10.878651	p
360610091003000	Manahattan	20130701021655	0	10.878651	p
360610091003000	Manahattan	20130701023602	0	10.878651	p
360610091003000	Manahattan	20130701026013	0	10.878651	p
360610091003000	Manahattan	20130701026115	0	10.878651	p
360610091003000	Manahattan	20130701030483	0	10.878651	p
360610091004000	Manahattan	20130701000278	1.572740383	15.079886	d
360610091004000	Manahattan	20130701001274	0	15.079886	d
360610091004000	Manahattan	20130701002327	0	15.079886	d
360610091004000	Manahattan	20130701005666	0	15.079886	p
360610091004000	Manahattan	20130701012494	0	15.079886	p
360610091004000	Manahattan	20130701026004	8.688074868	15.079886	p
360610091004000	Manahattan	20130701026005	0	15.079886	p
360610091004000	Manahattan	20130701026068	9.578051251	15.079886	p
360610091004000	Manahattan	20130701032962	33.73505921	15.079886	p
360610091004000	Manahattan	20130701034901	0	15.079886	p
360610092001000	Manahattan	20130701000878	0	42.512395	d
360610092001000	Manahattan	20130701001936	0	42.512395	d
360610092001000	Manahattan	20130701002406	8.346191423	42.512395	d
360610092001000	Manahattan	20130701014554	9.057855366	42.512395	p
360610092001000	Manahattan	20130701016834	16.80251825	42.512395	p
360610092001001	Manahattan	20130701000728	0	45.881862	d
360610092001001	Manahattan	20130701001142	2.143568891	45.881862	d
360610092001001	Manahattan	20130701001318	0	45.881862	d
360610092001001	Manahattan	20130701001320	0	45.881862	d
360610092001001	Manahattan	20130701001722	108.539466	45.881862	d
360610092001001	Manahattan	20130701001738	0.2145672345	45.881862	d
360610092001001	Manahattan	20130701008088	0	45.881862	p
360610092001001	Manahattan	20130701014569	0	45.881862	p
360610092001001	Manahattan	20130701016442	24.19337676	45.881862	p
360610092001001	Manahattan	20130701034550	36.05639657	45.881862	p
360610092001002	Manahattan	20130701000528	1.479470789	116.372388	d
360610092001002	Manahattan	20130701032911	12.4082572	116.372388	p
360610092001002	Manahattan	20130701032941	25.75311141	116.372388	p
360610092001003	Manahattan	20130701001213	73.84712972	86.136683	d
360610092001003	Manahattan	20130701002312	0	86.136683	d
360610092001003	Manahattan	20130701034875	69.98654145	86.136683	p
360610092001005	Manahattan	20130701001095	17.40072051	93.810092	d
360610092001006	Manahattan	20130701000799	13.10955381	5.264622	d
360610092001006	Manahattan	20130701000930	0	5.264622	d
360610092001006	Manahattan	20130701001106	0	5.264622	d
360610092001006	Manahattan	20130701005618	0	5.264622	p
360610092001006	Manahattan	20130701014527	0	5.264622	p
360610092001006	Manahattan	20130701016440	6.810461136	5.264622	p
360610092001006	Manahattan	20130701016463	0	5.264622	p
360610092001006	Manahattan	20130701016824	2.004986594	5.264622	p
360610092001006	Manahattan	20130701028097	3.036500647	5.264622	p
360610092001007	Manahattan	20130701000576	92.12615318	41.80456	d
360610092001007	Manahattan	20130701001640	38.59996389	41.80456	d
360610092001007	Manahattan	20130701002235	0	41.80456	d
360610092001007	Manahattan	20130701016449	87.6487048	41.80456	p
360610092001007	Manahattan	20130701016485	102.6131946	41.80456	p
360610092001007	Manahattan	20130701016770	131.2900526	41.80456	p
360610092001007	Manahattan	20130701016822	43.16439521	41.80456	p
360610092001007	Manahattan	20130701028509	3.802187219	41.80456	p
360610092001008	Manahattan	20130701000565	0	7.851633	d
360610092001008	Manahattan	20130701016413	0	7.851633	p
360610092001008	Manahattan	20130701028065	0	7.851633	p
360610092001008	Manahattan	20130701030544	0	7.851633	p
360610092001009	Manahattan	20130701000147	13.86495272	56.529371	d
360610092001009	Manahattan	20130701000590	0.2947234126	56.529371	d
360610092001009	Manahattan	20130701000984	0	56.529371	d
360610092001009	Manahattan	20130701001710	0	56.529371	d
360610092001009	Manahattan	20130701001910	108.0379832	56.529371	d
360610092001009	Manahattan	20130701001922	0	56.529371	d
360610092001009	Manahattan	20130701002303	0	56.529371	d
360610092001009	Manahattan	20130701010123	32.04182802	56.529371	p
360610092001009	Manahattan	20130701010524	21.1898417	56.529371	p
360610092001009	Manahattan	20130701012449	30.38457952	56.529371	p
360610092001009	Manahattan	20130701014954	15.29239864	56.529371	p
360610092001009	Manahattan	20130701016482	19.7323214	56.529371	p
360610092001009	Manahattan	20130701018667	79.7707703	56.529371	p
360610092001009	Manahattan	20130701028127	39.71305195	56.529371	p
360610092001009	Manahattan	20130701032512	0	56.529371	p
360610092001009	Manahattan	20130701032596	32.39467441	56.529371	p
360610092001010	Manahattan	20130701001329	0	59.241461	d
360610092001010	Manahattan	20130701014975	0	59.241461	p
360610092001011	Manahattan	20130701001959	0	36.043272	d
360610092001011	Manahattan	20130701032500	0	36.043272	p
360610092001012	Manahattan	20130701000344	60.55827297	76.182115	d
360610092001012	Manahattan	20130701000469	0	76.182115	d
360610092001012	Manahattan	20130701000540	0	76.182115	d
360610092001012	Manahattan	20130701005670	74.67016735	76.182115	p
360610092001012	Manahattan	20130701014961	0	76.182115	p
360610092001013	Manahattan	20130701001007	0	29.038343	d
360610092001013	Manahattan	20130701002401	0	29.038343	d
360610092001013	Manahattan	20130701016497	0	29.038343	p
360610092001013	Manahattan	20130701026012	37.87361159	29.038343	p
360610092001014	Manahattan	20130701000254	0	44.088328	d
360610092001014	Manahattan	20130701000480	40.76354498	44.088328	d
360610092001014	Manahattan	20130701002358	0	44.088328	d
360610092001014	Manahattan	20130701002386	8.36298608	44.088328	d
360610092001014	Manahattan	20130701002419	11.15344001	44.088328	d
360610092001014	Manahattan	20130701008085	0.8638056892	44.088328	p
360610092001014	Manahattan	20130701034959	0	44.088328	p
360610092001015	Manahattan	20130701001137	41.25837802	40.27159	d
360610092001015	Manahattan	20130701001982	0	40.27159	d
360610092001015	Manahattan	20130701002363	28.47321472	40.27159	d
360610092001015	Manahattan	20130701016498	0	40.27159	p
360610092001015	Manahattan	20130701018686	13.74846999	40.27159	p
360610092001016	Manahattan	20130701000145	44.06556381	106.637519	d
360610092001016	Manahattan	20130701000573	0	106.637519	d
360610092001016	Manahattan	20130701001114	0	106.637519	d
360610092001016	Manahattan	20130701001623	0	106.637519	d
360610092001016	Manahattan	20130701002150	0	106.637519	d
360610092001016	Manahattan	20130701005677	27.85761116	106.637519	p
360610092001016	Manahattan	20130701005688	0	106.637519	p
360610092001016	Manahattan	20130701012455	8.987253181	106.637519	p
360610092001016	Manahattan	20130701014926	4.697488941	106.637519	p
360610092001016	Manahattan	20130701016478	89.2123892	106.637519	p
360610092001016	Manahattan	20130701021674	0	106.637519	p
360610093001000	Manahattan	20130701000726	57.78242766	7.317885	d
360610093001000	Manahattan	20130701002297	3.30074952	7.317885	d
360610093001000	Manahattan	20130701010065	0	7.317885	p
360610093001002	Manahattan	20130701000579	0	8.168136	d
360610093002000	Manahattan	20130701000825	33.54160282	7.382217	d
360610093002000	Manahattan	20130701001036	10.26773137	7.382217	d
360610093002001	Manahattan	20130701005678	0	11.54017	p
360610093002001	Manahattan	20130701012522	0.735761483	11.54017	p
360610093002001	Manahattan	20130701014532	0	11.54017	p
360610093002001	Manahattan	20130701030547	0	11.54017	p
360610093003000	Manahattan	20130701000159	0	22.399321	d
360610093003000	Manahattan	20130701001130	92.29938425	22.399321	d
360610093003000	Manahattan	20130701012558	0	22.399321	p
360610093003000	Manahattan	20130701030169	0	22.399321	p
360610093003000	Manahattan	20130701030498	14.2602951	22.399321	p
360610093004000	Manahattan	20130701005714	5.635338545	25.353553	p
360610093005000	Manahattan	20130701000349	0	10.119257	d
360610093005000	Manahattan	20130701001700	0	10.119257	d
360610093005000	Manahattan	20130701010540	0	10.119257	p
360610093006000	Manahattan	20130701000824	0	11.590525	d
360610093007000	Manahattan	20130701008046	0	8.896552	p
360610093007000	Manahattan	20130701032496	0	8.896552	p
360610094001000	Manahattan	20130701000781	0	55.432982	d
360610094001000	Manahattan	20130701001173	0	55.432982	d
360610094001000	Manahattan	20130701001741	0	55.432982	d
360610094001000	Manahattan	20130701002288	62.78705779	55.432982	d
360610094001000	Manahattan	20130701012478	52.60597981	55.432982	p
360610094001000	Manahattan	20130701014517	0	55.432982	p
360610094001000	Manahattan	20130701016391	0	55.432982	p
360610094001000	Manahattan	20130701028047	68.56257823	55.432982	p
360610094001000	Manahattan	20130701028511	0	55.432982	p
360610094001001	Manahattan	20130701001118	0	35.227747	d
360610094001001	Manahattan	20130701002298	0	35.227747	d
360610094001001	Manahattan	20130701014492	11.43428328	35.227747	p
360610094001002	Manahattan	20130701000968	0	27.69722	d
360610094001002	Manahattan	20130701012525	29.24577162	27.69722	p
360610094001002	Manahattan	20130701018705	47.33592597	27.69722	p
360610094001003	Manahattan	20130701000362	0	92.095624	d
360610094001003	Manahattan	20130701001490	2.151771156	92.095624	d
360610094001003	Manahattan	20130701002276	0	92.095624	d
360610094001003	Manahattan	20130701002390	0	92.095624	d
360610094001003	Manahattan	20130701002467	0	92.095624	d
360610094001003	Manahattan	20130701030152	0	92.095624	p
360610094001003	Manahattan	20130701034556	16.93780152	92.095624	p
360610094001003	Manahattan	20130701034974	108.6711497	92.095624	p
360610094001004	Manahattan	20130701000792	0	122.612591	d
360610094001004	Manahattan	20130701001638	0	122.612591	d
360610094001004	Manahattan	20130701001907	0	122.612591	d
360610094001004	Manahattan	20130701002191	0	122.612591	d
360610094001004	Manahattan	20130701012530	30.63062851	122.612591	p
360610094001004	Manahattan	20130701016492	50.62415149	122.612591	p
360610094001005	Manahattan	20130701000044	0	66.80161	d
360610094001005	Manahattan	20130701000611	0	66.80161	d
360610094001005	Manahattan	20130701001446	0	66.80161	d
360610094001005	Manahattan	20130701034979	14.86146986	66.80161	p
360610094001006	Manahattan	20130701001241	0	44.135268	d
360610094001006	Manahattan	20130701001319	6.626592482	44.135268	d
360610094001006	Manahattan	20130701001736	24.1339929	44.135268	d
360610094001006	Manahattan	20130701001943	0	44.135268	d
360610094001007	Manahattan	20130701005662	0	45.007048	p
360610094001007	Manahattan	20130701016840	14.45239375	45.007048	p
360610094001008	Manahattan	20130701001127	0	45.671976	d
360610094001008	Manahattan	20130701001400	0	45.671976	d
360610094001009	Manahattan	20130701001258	6.718063418	45.182677	d
360610094001009	Manahattan	20130701034485	19.79249955	45.182677	p
360610094001010	Manahattan	20130701001091	95.13201479	53.833914	d
360610094001010	Manahattan	20130701001854	88.00698208	53.833914	d
360610094001011	Manahattan	20130701005645	0	34.891862	p
360610094001012	Manahattan	20130701002469	0	62.904282	d
360610094001012	Manahattan	20130701005722	0	62.904282	p
360610094001012	Manahattan	20130701018666	19.38089481	62.904282	p
360610094001012	Manahattan	20130701032938	75.32203595	62.904282	p
360610094001013	Manahattan	20130701000619	0	38.208955	d
360610094001013	Manahattan	20130701002661	36.15056529	38.208955	d
360610094001013	Manahattan	20130701032923	50.87822862	38.208955	p
360610094001014	Manahattan	20130701001896	58.50617087	64.175858	d
360610094001014	Manahattan	20130701002459	0	64.175858	d
360610095001000	Manahattan	20130701005727	39.19374069	20.383424	p
360610095001000	Manahattan	20130701018648	6.306190428	20.383424	p
360610095001000	Manahattan	20130701034565	8.324092113	20.383424	p
360610095001001	Manahattan	20130701000133	61.78098986	23.604225	d
360610095001001	Manahattan	20130701002008	0	23.604225	d
360610095001001	Manahattan	20130701016785	8.63871642	23.604225	p
360610095001001	Manahattan	20130701032952	60.43000539	23.604225	p
360610095001002	Manahattan	20130701014528	49.57940724	23.234095	p
360610095001002	Manahattan	20130701014928	51.00225132	23.234095	p
360610095001002	Manahattan	20130701034908	0	23.234095	p
360610095001003	Manahattan	20130701001926	0	23.297852	d
360610095001003	Manahattan	20130701010531	5.167804647	23.297852	p
360610095001003	Manahattan	20130701016864	9.227935003	23.297852	p
360610095001003	Manahattan	20130701023670	0	23.297852	p
360610095002000	Manahattan	20130701001604	0	23.675436	d
360610095002000	Manahattan	20130701008059	0	23.675436	p
360610095002000	Manahattan	20130701034966	1.033878625	23.675436	p
360610095002001	Manahattan	20130701026039	29.79312376	17.367621	p
360610095002001	Manahattan	20130701026096	31.48314704	17.367621	p
360610095002002	Manahattan	20130701030490	0	21.430242	p
360610095002003	Manahattan	20130701001715	0	17.777415	d
360610095002003	Manahattan	20130701001834	47.34010121	17.777415	d
360610095002003	Manahattan	20130701026124	8.060736314	17.777415	p
360610096001000	Manahattan	20130701000624	81.14259849	51.870958	d
360610096001000	Manahattan	20130701001571	0	51.870958	d
360610096001000	Manahattan	20130701001723	0.9062146302	51.870958	d
360610096001001	Manahattan	20130701000554	91.51978469	48.151736	d
360610096001001	Manahattan	20130701001642	0	48.151736	d
360610096001002	Manahattan	20130701001964	0	41.048649	d
360610096001003	Manahattan	20130701000018	19.35362282	24.734699	d
360610096001003	Manahattan	20130701000149	74.21675525	24.734699	d
360610096001003	Manahattan	20130701000246	107.4294542	24.734699	d
360610096001003	Manahattan	20130701001236	0	24.734699	d
360610096001003	Manahattan	20130701001505	0	24.734699	d
360610096001003	Manahattan	20130701001554	0	24.734699	d
360610096001003	Manahattan	20130701002295	0	24.734699	d
360610096001003	Manahattan	20130701002528	61.71010535	24.734699	d
360610096001003	Manahattan	20130701014562	86.02692845	24.734699	p
360610096001003	Manahattan	20130701032506	0	24.734699	p
360610096001004	Manahattan	20130701001679	0	40.258982	d
360610096001004	Manahattan	20130701002024	0	40.258982	d
360610096001004	Manahattan	20130701002371	0	40.258982	d
360610096001004	Manahattan	20130701002374	0	40.258982	d
360610096001004	Manahattan	20130701032968	0	40.258982	p
360610096001005	Manahattan	20130701000247	4.562822596	37.559031	d
360610096001005	Manahattan	20130701000428	22.22422231	37.559031	d
360610096001005	Manahattan	20130701000788	2.853553897	37.559031	d
360610096001005	Manahattan	20130701001475	0	37.559031	d
360610096001005	Manahattan	20130701002286	0	37.559031	d
360610096001005	Manahattan	20130701002292	41.75352522	37.559031	d
360610096001005	Manahattan	20130701032113	0	37.559031	p
360610096001006	Manahattan	20130701000249	30.34141327	42.102354	d
360610096001006	Manahattan	20130701000553	0	42.102354	d
360610096001006	Manahattan	20130701000689	10.04991748	42.102354	d
360610096001006	Manahattan	20130701000886	0	42.102354	d
360610096001006	Manahattan	20130701001365	5.313332584	42.102354	d
360610096001006	Manahattan	20130701001882	0	42.102354	d
360610096001006	Manahattan	20130701002290	0	42.102354	d
360610096001006	Manahattan	20130701002486	0	42.102354	d
360610096001006	Manahattan	20130701002673	76.1034181	42.102354	d
360610096001006	Manahattan	20130701034520	0	42.102354	p
360610096001007	Manahattan	20130701001684	0	68.457412	d
360610096001007	Manahattan	20130701018679	1.176204921	68.457412	p
360610096001007	Manahattan	20130701032573	16.76991996	68.457412	p
360610097001000	Manahattan	20130701001093	69.43022648	6.929848	d
360610097001000	Manahattan	20130701002402	0.7821489929	6.929848	d
360610097001000	Manahattan	20130701005710	0	6.929848	p
360610097001000	Manahattan	20130701014512	0	6.929848	p
360610097001001	Manahattan	20130701034523	0	9.841718	p
360610097001002	Manahattan	20130701001712	0	10.252966	d
360610097001002	Manahattan	20130701005622	0	10.252966	p
360610097002000	Manahattan	20130701032944	0	45.334078	p
360610097002001	Manahattan	20130701032976	0	21.5272	p
360610097002002	Manahattan	20130701000008	0	4.27114	d
360610097002002	Manahattan	20130701008083	56.23899143	4.27114	p
360610097002002	Manahattan	20130701023631	0	4.27114	p
360610097004000	Manahattan	20130701023654	0	10.217343	p
360610098001000	Manahattan	20130701001890	39.91172087	28.478775	d
360610098001000	Manahattan	20130701001916	0	28.478775	d
360610098001000	Manahattan	20130701008092	0	28.478775	p
360610098001000	Manahattan	20130701010113	26.34826284	28.478775	p
360610098001000	Manahattan	20130701018711	0	28.478775	p
360610098001000	Manahattan	20130701032492	28.30921368	28.478775	p
360610098002000	Manahattan	20130701001672	24.85129475	27.121288	d
360610098002000	Manahattan	20130701008129	0	27.121288	p
360610098002000	Manahattan	20130701016838	20.45012818	27.121288	p
360610098002001	Manahattan	20130701001414	0	20.058701	d
360610098002001	Manahattan	20130701001548	0	20.058701	d
360610098002001	Manahattan	20130701023637	49.53451682	20.058701	p
360610098003000	Manahattan	20130701001359	87.29480689	21.429175	d
360610098003000	Manahattan	20130701001980	42.05204745	21.429175	d
360610098003000	Manahattan	20130701008078	69.8691298	21.429175	p
360610098003000	Manahattan	20130701008120	0	21.429175	p
360610098003000	Manahattan	20130701016792	0	21.429175	p
360610098003000	Manahattan	20130701028038	0	21.429175	p
360610098003000	Manahattan	20130701030074	0	21.429175	p
360610098003001	Manahattan	20130701001175	24.67006122	23.680914	d
360610098003001	Manahattan	20130701001639	15.44578486	23.680914	d
360610098003001	Manahattan	20130701014508	0	23.680914	p
360610098003001	Manahattan	20130701030565	0	23.680914	p
360610098004000	Manahattan	20130701026029	0	11.138894	p
360610098005000	Manahattan	20130701014493	0	14.755873	p
360610098005000	Manahattan	20130701030090	28.39591807	14.755873	p
360610098006000	Manahattan	20130701032520	50.96508211	13.616387	p
360610098006001	Manahattan	20130701005711	13.59246328	15.320558	p
360610098006001	Manahattan	20130701010038	0	15.320558	p
360610098006001	Manahattan	20130701014950	81.89840055	15.320558	p
360610098006001	Manahattan	20130701016787	0	15.320558	p
360610098007000	Manahattan	20130701005625	0	11.410598	p
360610099001003	Manahattan	20130701000074	0	36.267106	d
360610099001003	Manahattan	20130701001250	0	36.267106	d
360610099001003	Manahattan	20130701001721	21.12079046	36.267106	d
360610099001003	Manahattan	20130701028063	0	36.267106	p
360610099001004	Manahattan	20130701001489	51.14752976	4.376635	d
360610099001006	Manahattan	20130701001845	0	1.510451	d
360610099001007	Manahattan	20130701002338	0	14.892541	d
360610099001007	Manahattan	20130701012450	0	14.892541	p
360610099001008	Manahattan	20130701016832	22.66453479	60.954094	p
360610099001018	Manahattan	20130701000006	0	1.452003	d
360610099001018	Manahattan	20130701001663	30.00703261	1.452003	d
360610099001018	Manahattan	20130701023687	5.405665344	1.452003	p
360610099001019	Manahattan	20130701032930	2.121532365	19.896929	p
360610099001019	Manahattan	20130701034873	0	19.896929	p
360610099001020	Manahattan	20130701001425	0	7.204741	d
360610099001020	Manahattan	20130701002510	0	7.204741	d
360610099001020	Manahattan	20130701016433	0	7.204741	p
360610099001022	Manahattan	20130701001087	47.67524328	11.654835	d
360610099001022	Manahattan	20130701001428	2.574438352	11.654835	d
360610099001025	Manahattan	20130701016762	8.916025846	26.808014	p
360610099001028	Manahattan	20130701001265	0	2.662321	d
360610099001028	Manahattan	20130701023645	54.48547586	2.662321	p
360610099001028	Manahattan	20130701028039	19.40430336	2.662321	p
360610099001028	Manahattan	20130701030561	85.67244934	2.662321	p
360610099001029	Manahattan	20130701001343	0	11.185989	d
360610099001029	Manahattan	20130701002408	8.399537101	11.185989	d
360610099001029	Manahattan	20130701023700	0	11.185989	p
360610099001030	Manahattan	20130701001819	0	13.093457	d
360610099001030	Manahattan	20130701005648	0	13.093457	p
360610099001030	Manahattan	20130701012490	0	13.093457	p
360610099001030	Manahattan	20130701026072	0	13.093457	p
360610099001030	Manahattan	20130701035597	0	13.093457	p
360610099001032	Manahattan	20130701034526	0	16.821733	p
360610099001035	Manahattan	20130701028076	0	11.587726	p
360610099001038	Manahattan	20130701008037	0	17.966753	p
360610099001040	Manahattan	20130701001310	0	5.328414	d
360610099001041	Manahattan	20130701014575	6.731600924	19.306638	p
360610099001041	Manahattan	20130701032568	0	19.306638	p
360610099001041	Manahattan	20130701034922	27.47481493	19.306638	p
360610099001042	Manahattan	20130701012538	0	10.256351	p
360610100001000	Manahattan	20130701000256	3.267283445	41.767805	d
360610100001000	Manahattan	20130701001199	68.2546997	41.767805	d
360610100001000	Manahattan	20130701001771	0	41.767805	d
360610100001000	Manahattan	20130701002509	24.27131646	41.767805	d
360610100001001	Manahattan	20130701000396	0	20.013259	d
360610100001001	Manahattan	20130701018680	0	20.013259	p
360610100001002	Manahattan	20130701000676	0	90.201095	d
360610100001002	Manahattan	20130701001937	61.10007408	90.201095	d
360610100001002	Manahattan	20130701002506	0	90.201095	d
360610100001003	Manahattan	20130701001311	98.68517895	48.185261	d
360610100001003	Manahattan	20130701001773	0	48.185261	d
360610100001004	Manahattan	20130701000235	46.85628325	75.365525	d
360610100001004	Manahattan	20130701002011	76.89026181	75.365525	d
360610100001004	Manahattan	20130701002472	0	75.365525	d
360610100001004	Manahattan	20130701032950	21.58170785	75.365525	p
360610100001005	Manahattan	20130701001064	10.91945722	47.14617	d
360610100001005	Manahattan	20130701001659	0	47.14617	d
360610100001005	Manahattan	20130701002671	0	47.14617	d
360610100001005	Manahattan	20130701014586	21.78208707	47.14617	p
360610100001006	Manahattan	20130701012534	23.87352018	112.769013	p
360610100002000	Manahattan	20130701000640	8.059941612	16.802641	d
360610100002000	Manahattan	20130701000928	0	16.802641	d
360610100002000	Manahattan	20130701034938	82.02272855	16.802641	p
360610100002000	Manahattan	20130701034971	0	16.802641	p
360610100002001	Manahattan	20130701000395	0	46.280646	d
360610100002001	Manahattan	20130701000413	1.977049249	46.280646	d
360610100002001	Manahattan	20130701001103	11.54875246	46.280646	d
360610100002001	Manahattan	20130701012519	0	46.280646	p
360610100002001	Manahattan	20130701028113	17.98786067	46.280646	p
360610100002002	Manahattan	20130701000341	17.82467463	133.55476	d
360610100002002	Manahattan	20130701000352	29.08291574	133.55476	d
360610100002002	Manahattan	20130701000903	53.09572201	133.55476	d
360610100002002	Manahattan	20130701001090	0	133.55476	d
360610100002002	Manahattan	20130701001549	2.729734432	133.55476	d
360610100002002	Manahattan	20130701001898	0	133.55476	d
360610100002002	Manahattan	20130701028134	66.55883819	133.55476	p
360610100002003	Manahattan	20130701000578	0	71.138457	d
360610100002003	Manahattan	20130701000977	16.82405492	71.138457	d
360610100002003	Manahattan	20130701001933	0	71.138457	d
360610100002004	Manahattan	20130701000221	103.4940706	61.816621	d
360610100002004	Manahattan	20130701001836	0	61.816621	d
360610100002004	Manahattan	20130701001918	0	61.816621	d
360610100002004	Manahattan	20130701032590	0	61.816621	p
360610100002005	Manahattan	20130701001433	2.308945049	36.101251	d
360610100002005	Manahattan	20130701007634	0	36.101251	p
360610100002005	Manahattan	20130701012459	71.14975114	36.101251	p
360610100002006	Manahattan	20130701000500	1.24738638	38.832943	d
360610100002006	Manahattan	20130701010095	83.14395987	38.832943	p
360610101001001	Manahattan	20130701001495	0	29.309357	d
360610101001001	Manahattan	20130701001529	0	29.309357	d
360610101001001	Manahattan	20130701001958	8.000183599	29.309357	d
360610101001001	Manahattan	20130701002483	17.23348184	29.309357	d
360610101001001	Manahattan	20130701010077	0	29.309357	p
360610101001001	Manahattan	20130701030081	0	29.309357	p
360610101001001	Manahattan	20130701030094	5.659779324	29.309357	p
360610101001001	Manahattan	20130701030500	0.1354012044	29.309357	p
360610101001001	Manahattan	20130701034886	0	29.309357	p
360610101001001	Manahattan	20130701034915	0	29.309357	p
360610101001002	Manahattan	20130701000094	0	60.677589	d
360610101001002	Manahattan	20130701001443	12.05052541	60.677589	d
360610101001002	Manahattan	20130701001470	0	60.677589	d
360610101001002	Manahattan	20130701001768	0	60.677589	d
360610101001002	Manahattan	20130701001909	30.67562809	60.677589	d
360610101001002	Manahattan	20130701001972	0	60.677589	d
360610101001002	Manahattan	20130701002163	0	60.677589	d
360610101001002	Manahattan	20130701002245	2.847631116	60.677589	d
360610101001002	Manahattan	20130701002438	0	60.677589	d
360610101001002	Manahattan	20130701010069	113.3211733	60.677589	p
360610101001002	Manahattan	20130701012464	46.49916337	60.677589	p
360610101001002	Manahattan	20130701012481	0	60.677589	p
360610101001002	Manahattan	20130701014587	0	60.677589	p
360610101001002	Manahattan	20130701016823	9.91806844	60.677589	p
360610101001002	Manahattan	20130701016850	0	60.677589	p
360610101001002	Manahattan	20130701016878	91.53155471	60.677589	p
360610101001002	Manahattan	20130701021664	17.06380714	60.677589	p
360610101001002	Manahattan	20130701030147	0	60.677589	p
360610101001002	Manahattan	20130701032483	44.89979777	60.677589	p
360610101001002	Manahattan	20130701032909	0	60.677589	p
360610101001002	Manahattan	20130701032946	0	60.677589	p
360610101001002	Manahattan	20130701034507	4.971042231	60.677589	p
360610101001002	Manahattan	20130701034905	0	60.677589	p
360610101001002	Manahattan	20130701034925	5.156573194	60.677589	p
360610101001003	Manahattan	20130701001394	22.48623084	31.261843	d
360610101001003	Manahattan	20130701001506	89.42914267	31.261843	d
360610101001003	Manahattan	20130701001652	0	31.261843	d
360610101001003	Manahattan	20130701005615	44.4764843	31.261843	p
360610101001003	Manahattan	20130701008044	7.868696194	31.261843	p
360610101001003	Manahattan	20130701008090	0	31.261843	p
360610101001003	Manahattan	20130701010056	0	31.261843	p
360610101001003	Manahattan	20130701012482	0	31.261843	p
360610101001003	Manahattan	20130701012536	0	31.261843	p
360610101001003	Manahattan	20130701014564	37.4444506	31.261843	p
360610101001003	Manahattan	20130701014596	98.50207082	31.261843	p
360610101001003	Manahattan	20130701014600	0	31.261843	p
360610101001003	Manahattan	20130701014935	0	31.261843	p
360610101001003	Manahattan	20130701016431	4.830978553	31.261843	p
360610101001003	Manahattan	20130701016829	0	31.261843	p
360610101001003	Manahattan	20130701018699	20.47713063	31.261843	p
360610101001003	Manahattan	20130701028136	42.93597924	31.261843	p
360610101001003	Manahattan	20130701028539	17.40607262	31.261843	p
360610101001003	Manahattan	20130701030182	0	31.261843	p
360610101001003	Manahattan	20130701032527	0	31.261843	p
360610101001003	Manahattan	20130701032555	0	31.261843	p
360610101001003	Manahattan	20130701032903	0	31.261843	p
360610101001003	Manahattan	20130701032918	0	31.261843	p
360610101001003	Manahattan	20130701034889	0	31.261843	p
360610101001004	Manahattan	20130701000084	0	32.048448	d
360610101001004	Manahattan	20130701000130	0	32.048448	d
360610101001004	Manahattan	20130701001246	0	32.048448	d
360610101001004	Manahattan	20130701001462	3.529545959	32.048448	d
360610101001004	Manahattan	20130701001850	8.608387375	32.048448	d
360610101001004	Manahattan	20130701002173	11.63746607	32.048448	d
360610101001004	Manahattan	20130701002176	0	32.048448	d
360610101001004	Manahattan	20130701002184	0	32.048448	d
360610101001004	Manahattan	20130701008094	24.07036594	32.048448	p
360610101001004	Manahattan	20130701008133	0	32.048448	p
360610101001004	Manahattan	20130701010111	3.517942562	32.048448	p
360610101001004	Manahattan	20130701012542	3.551598284	32.048448	p
360610101001004	Manahattan	20130701016784	0	32.048448	p
360610101001004	Manahattan	20130701016867	0	32.048448	p
360610101001004	Manahattan	20130701018646	0	32.048448	p
360610101001004	Manahattan	20130701021677	25.61131737	32.048448	p
360610101001005	Manahattan	20130701001333	46.47378032	20.530571	d
360610101001005	Manahattan	20130701001805	0	20.530571	d
360610101001005	Manahattan	20130701001835	0	20.530571	d
360610101001005	Manahattan	20130701002299	21.52704282	20.530571	d
360610101001005	Manahattan	20130701002340	0	20.530571	d
360610101001005	Manahattan	20130701002409	0	20.530571	d
360610101001005	Manahattan	20130701002516	25.75664916	20.530571	d
360610101001005	Manahattan	20130701012547	0	20.530571	p
360610101001005	Manahattan	20130701023622	0	20.530571	p
360610101001005	Manahattan	20130701023675	0	20.530571	p
360610101001006	Manahattan	20130701001323	0	23.685418	d
360610101001006	Manahattan	20130701018661	25.34724011	23.685418	p
360610101001007	Manahattan	20130701001562	96.22225446	69.953174	d
360610101001007	Manahattan	20130701001565	26.71218799	69.953174	d
360610101001007	Manahattan	20130701001662	0	69.953174	d
360610101001007	Manahattan	20130701001766	82.95159166	69.953174	d
360610101001007	Manahattan	20130701001859	0	69.953174	d
360610101001007	Manahattan	20130701002019	0	69.953174	d
360610101001007	Manahattan	20130701002439	0	69.953174	d
360610101001007	Manahattan	20130701016797	0	69.953174	p
